timestamp,frame_id,object_id,source,x,y,z,vx,vy,vz,confidence,split,meta
1692846907.281348705,132,mavic3,gt,1.5518672141909065,8.81456039761224,4.69886116626931,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846907.479778767,133,mavic3,gt,1.4817790948221727,8.604112773819224,4.700403190030187,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846907.678717613,134,mavic3,gt,1.3945753402844048,8.366100723481395,4.705127403510744,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846907.880223513,135,mavic3,gt,1.3148387196752083,8.148954840949273,4.71093998421081,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846908.078866005,136,mavic3,gt,1.2531914127858954,7.987952075193334,4.715270909404865,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846908.279068708,137,mavic3,gt,1.1751907158202357,7.8107851508639214,4.71437377720477,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846908.482181787,138,mavic3,gt,1.115569930273864,7.7037269823181305,4.717384727558368,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846908.678366423,139,mavic3,gt,1.0531100585930062,7.626056135643921,4.720354461026091,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846908.881339550,140,mavic3,gt,1.005476293414631,7.6180014967831085,4.7171946343556925,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846909.077246189,141,mavic3,gt,0.9917610682957729,7.679035112593283,4.71685244366671,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846909.279501915,142,mavic3,gt,1.0047417248439388,7.828743580611899,4.722313478349278,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846909.481263399,143,mavic3,gt,1.0457235077537916,8.04268704542028,4.725643252553638,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846909.678849936,144,mavic3,gt,1.0879918762875604,8.254736665646988,4.732875756476517,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846909.881345510,145,mavic3,gt,1.1462271360061322,8.561656085297727,4.7356332614307775,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846910.079501152,146,mavic3,gt,1.1938932733828551,8.796617527310673,4.731345744730149,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846910.280216694,147,mavic3,gt,1.2416942354302591,9.023341183162074,4.727864216504827,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846910.483449936,148,mavic3,gt,1.2682257130428525,9.163050909237427,4.726219999427755,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846910.680438757,149,mavic3,gt,1.3046876467694801,9.307900827455796,4.720973097551166,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846910.879239321,150,mavic3,gt,1.336928710967186,9.409675848392908,4.724526659020867,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846911.081027746,151,mavic3,gt,1.349824626717691,9.457021806728108,4.728748108865474,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846911.279803991,152,mavic3,gt,1.3425260485876152,9.476977830725218,4.735537490357913,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846911.480629444,153,mavic3,gt,1.3042072191304896,9.460282941367268,4.738176919689636,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846911.681968451,154,mavic3,gt,1.2492421063673191,9.431245555013447,4.737866765317818,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846911.883335352,155,mavic3,gt,1.1524929120581646,9.380728009348104,4.733566160155945,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846912.081951380,156,mavic3,gt,1.0519173934998207,9.316899628400506,4.734360966590614,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846912.312498093,157,mavic3,gt,0.8934936674312439,9.187521629580488,4.7379135437901425,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846912.530241013,158,mavic3,gt,0.7588594810674749,9.06116353992843,4.7394464295412035,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846912.746821642,159,mavic3,gt,0.6567801195863012,8.950173625296884,4.738211453147869,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846912.979930401,160,mavic3,gt,0.5535606910730166,8.800216798940255,4.736709400875441,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846913.181244850,161,mavic3,gt,0.49969823621540854,8.68284035842089,4.7414060410960275,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846913.379204512,162,mavic3,gt,0.4697560931906537,8.59741216397947,4.744197976636713,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846913.579297304,163,mavic3,gt,0.44961522084850003,8.496747279192277,4.742827149285489,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846913.780627728,164,mavic3,gt,0.4504848328100479,8.42013459484724,4.743057345854098,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846913.979648352,165,mavic3,gt,0.47258628197619146,8.329561274177877,4.746228123211409,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846914.180623055,166,mavic3,gt,0.5208157633237533,8.252031121621712,4.7499059518655145,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846914.380984783,167,mavic3,gt,0.5915170155589067,8.194417507356093,4.751031387896646,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846914.578429461,168,mavic3,gt,0.6660067853345026,8.160913170072035,4.749750399340698,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846914.780669928,169,mavic3,gt,0.7890649350763397,8.133101788553404,4.74463253094612,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846914.980960608,170,mavic3,gt,0.9010483084415455,8.122058491178905,4.742541486601823,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846915.179095507,171,mavic3,gt,1.0561260635395229,8.122657860749086,4.743437722969077,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846915.382665873,172,mavic3,gt,1.2147525993187855,8.140096686860716,4.744050863395557,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846915.578669310,173,mavic3,gt,1.330856822442911,8.159928542229636,4.746138954787611,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846915.780472755,174,mavic3,gt,1.437972219084486,8.178179461475793,4.743661435703018,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846915.980035782,175,mavic3,gt,1.5069509884000354,8.187539957544004,4.739569099424742,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846916.178515196,176,mavic3,gt,1.5606066505158651,8.191012623260349,4.7408237857475655,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846916.381872654,177,mavic3,gt,1.6180237516625766,8.20949848509349,4.74434087968605,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846916.589363575,178,mavic3,gt,1.647627357591091,8.246287623146145,4.74687226442596,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846916.832223892,179,mavic3,gt,1.647951130313345,8.294888743129377,4.744508687829253,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846917.033111572,180,mavic3,gt,1.6269598412732194,8.343955721141128,4.740717329081406,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846917.234002352,181,mavic3,gt,1.5987326838574063,8.381380745518754,4.741598323952928,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846917.432551384,182,mavic3,gt,1.5470429639941585,8.426713870603407,4.738964716816,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846917.632096291,183,mavic3,gt,1.4881136819685707,8.469275023507407,4.739612590102325,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846917.832408428,184,mavic3,gt,1.43838149639339,8.500987297210713,4.7399380574549355,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846918.031973362,185,mavic3,gt,1.3797792466233432,8.535460515685827,4.741927592653923,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846918.233402014,186,mavic3,gt,1.3264011833750828,8.562499468219585,4.739717742897412,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846918.434439182,187,mavic3,gt,1.2983642447624106,8.577180028307566,4.74005142969277,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846918.679273844,188,mavic3,gt,1.277038487046525,8.594287395398624,4.741196157465438,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846918.885546684,189,mavic3,gt,1.2652696603753384,8.603284351471075,4.740809755279088,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846919.077964306,190,mavic3,gt,1.2590319942746646,8.615006896929572,4.740511932681912,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846919.280176878,191,mavic3,gt,1.2591141049799717,8.6409461623075,4.7408534279434775,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846919.474537373,192,mavic3,gt,1.2717664438856673,8.698537416943509,4.740875594952016,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846919.680809736,193,mavic3,gt,1.2982288150825525,8.785887065122324,4.741482829191369,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846919.882088184,194,mavic3,gt,1.3391718157962487,8.905275535769306,4.743169660355576,,,,1.0,week1,mmaud;topic=/leica/point/relative
1692846920.079982996,195,mavic3,gt,1.3827290414528761,9.029990947853094,4.743506549027941,,,,1.0,week1,mmaud;topic=/leica/point/relative
